Income,Age,Gender,Education,Wealth,Consumption
0,58,2,1,0,16194.269
0,45,1,3,0,15652.33
0,44,1,1,0,21001.975
14599,43,1,2,0,34261.127
0,30,2,2,0,17772.6275
0,68,1,3,0,42062.652
0,55,1,3,0,65612.426
11498,59,2,2,0,40622.957
6549,30,1,2,0,31992.898
42084,51,1,1,0,38819.0755
0,53,1,9,0,79783.914
6846,43,1,3,0,41940.502
5382,67,2,2,0,61203.627
4305,83,2,1,0,65643.27
23612,46,2,9,0,57268.775
9079,34,1,3,0,33703.972
0,81,1,2,0,22029.081
0,38,1,0,0,14979.215
0,39,1,1,0,28819.701
26427,38,2,1,0,14963.672
0,39,1,3,0,44945.614
0,37,1,2,0,41818.441
0,40,1,1,0,22654.632
0,70,1,0,0,6757.9065
0,52,1,2,0,42332.122
0,48,1,2,0,46262.792
0,50,1,1,0,15948.2113
40061,60,1,2,0,15452.0259
71541,58,1,0,0,33151.285
0,46,1,3,0,17850.4007
60004,36,1,1,0,13732.6515
20539,33,1,1,0,20509.1365
18625,49,1,2,0,38347.102
0,52,1,2,0,31844.911
0,46,1,2,0,20889.4476
0,48,1,0,0,13360.3736
0,33,1,0,0,10611.7854
0,27,1,2,0,8596.8247
8566,49,1,2,0,21946.3175
0,42,1,2,0,16108.1325
0,41,1,2,0,13762.794
0,52,2,2,0,11571.4927
0,26,2,2,0,7721.3016
0,34,1,2,0,11736.4565
16668,60,1,1,0,13448.158
0,64,1,2,0,18315.0234
0,31,1,0,0,17140.091
15696,28,1,0,0,18213.2467
0,37,1,2,0,14865.8226
0,27,1,0,0,6539.7841
5843,57,1,3,0,24685.958
20034,45,1,2,0,43543.931
14762,40,1,1,0,68486.801
23426,42,1,1,0,11850.2716
47958,42,1,1,0,20432.746
8692,31,1,0,0,9319.9632
21409,43,1,1,0,21532.712
95843,67,1,0,0,49474.779
29515,69,1,0,0,33239.795
0,47,1,2,0,15760.7703
16160,45,2,1,0,8841.9011
19332,28,1,1,0,26810.108
0,41,1,9,0,25431.4466
0,42,1,2,7000,22066.495
0,54,2,2,0,39867.556
0,43,1,1,0,18978.264
0,47,1,3,30000,54920.094
0,40,1,2,160000,20091.632
0,33,1,1,0,16880.8543
0,54,1,2,0,10144.2185
0,30,1,0,0,7828.7409
32271,39,1,3,0,27739.062
0,55,2,2,0,7570.9683
0,33,1,1,20000,39033.203
0,63,1,1,0,7533.2458
21024,58,1,2,0,19347.489
20608,48,1,3,0,39701.833
52116,36,1,2,0,15448.15
16369,38,1,0,0,19424.25
14646,34,1,1,0,21303.9705
15837,32,1,0,0,11391.9157
0,59,1,8,100000,25955.44
24074,30,1,0,0,26856.9
6952,42,1,2,0,23911.493
0,54,1,2,0,18976.35
0,27,1,1,0,12043.491
22685,40,1,3,0,22673.924
17291,58,1,2,0,11797.2926
17682,39,1,1,0,21099.811
4241,56,1,3,0,41253.326
4812,64,2,2,0,14047.4053
0,52,2,0,0,26455.658
0,39,1,3,0,23989.051
0,62,1,3,600000,74280.77
0,54,1,3,0,32457.587
0,45,1,2,0,66391.492
0,46,2,2,0,8631.0352
5236,50,1,9,190000,153317.586
0,42,1,3,0,14621.7723
0,60,1,2,0,27025.821
0,41,2,3,0,32178.3
0,35,1,2,0,10425.4097
0,50,1,2,0,14219.5945
18824,43,1,2,0,13424.8386
0,43,1,2,0,12763.4934
15769,43,1,2,0,22433.742
0,49,1,2,0,18092.324
0,29,1,1,0,5574.1373
0,63,1,0,0,11876.2432
0,30,1,0,0,6832.7076
14890,40,1,3,3000,43585.236
6257,41,2,3,0,22449.22
0,62,2,2,0,7127.6894
0,26,1,1,0,20123.903
0,30,1,0,0,14394.1574
0,40,1,2,0,18824.2117
0,26,1,2,0,18200.0364
0,34,1,1,0,20250.686
0,59,1,2,0,40818.666
41792,50,1,2,0,43496.188
0,40,1,1,0,45930.506
30052,45,2,2,0,40398.74
20602,43,1,1,110000,35898.039
34898,45,1,3,0,38199.974
14517,61,1,1,0,13423.176
0,36,1,1,0,13365.9971
0,40,1,3,0,17414.006
0,36,1,2,0,23256.158
0,64,1,1,0,36833.878
78230,61,2,0,0,14083.6704
67107,51,1,2,0,19023.507
36760,53,1,2,0,26903.433
33180,46,1,1,0,33927.049
25207,44,1,2,0,39304.164
25037,33,1,0,0,12245.0634
37288,34,1,0,0,7541.9247
31583,30,1,0,0,10212.0765
38375,52,1,3,0,57265.973
0,52,2,1,0,6761.7098
0,64,1,1,0,12741.0664
7729,37,1,0,0,15760.012
10647,64,2,1,0,25668.154
19534,37,1,0,0,8436.6996
21201,41,1,1,0,29819.235
27058,53,2,3,0,23499.1
23044,32,1,1,0,13897.9
43472,52,1,3,0,42580.18
31834,30,1,0,0,8018.8418
81187,35,1,2,20000,28163.5715
18432,37,1,1,0,13433.9305
67485,51,1,1,8000,17396.0963
0,31,1,0,0,11117.8405
0,50,1,2,0,26743.048
50605,58,1,2,0,10684.4746
0,78,2,0,0,8167.0747
24301,46,2,3,0,74456.629
12786,49,2,2,0,25021.506
16817,74,1,3,0,25447.402
0,35,1,1,0,13559.6338
0,44,1,1,0,11626.5835
0,40,1,1,0,18496.547
0,60,1,2,0,15086.0077
0,81,1,1,0,65099.587
0,39,1,3,0,44296.496
0,40,1,1,0,13523.3485
0,33,1,1,0,37235.328
0,34,1,0,0,13286.1133
16056,41,1,2,0,30272.716
0,42,1,2,0,22540.9135
0,52,1,2,0,27098.303
0,26,1,2,0,26370.124
0,40,1,2,2500,15946.6612
0,43,1,1,0,19754.087
62045,32,1,2,9600,26392.6867
13852,49,1,3,35984,31309.813
23817,36,1,2,31872,33089.457
0,75,2,0,0,39393.428
65571,41,2,2,20000,47981.106
0,60,1,3,0,47298.544
33936,69,2,0,0,30433.625
64930,33,1,0,1000,15911.413
95248,47,1,2,0,19684.828
86647,60,1,2,0,31476.7833
0,54,1,3,0,12518.3343
0,49,1,1,0,25102.4345
0,25,1,1,0,8577.9196
21092,42,1,2,3000,21648.747
20316,58,1,2,0,22653.466
0,56,1,3,0,30871.697
0,48,1,3,0,31596.145
0,38,2,2,0,10903.0354
0,42,1,3,10000,43011.295
0,55,1,3,0,52473.465
0,28,1,3,0,42370.526
0,59,1,1,0,14090.2313
0,54,1,0,0,11046.107
0,24,1,0,3000,6271.3353
0,28,1,0,0,7080.6127
5789,50,1,0,0,38956.801
17244,29,1,0,5000,24992.717
0,47,1,1,0,14617.078
47609,60,2,2,0,20604.179
0,55,2,2,0,14040.727
12149,38,1,2,4000,23090.738
11716,48,1,2,0,38171.907
38830,70,1,2,0,13258.0455
19268,42,1,1,0,19603.4173
30001,38,1,2,0,33368.119
18611,52,1,2,0,31226.574
0,46,1,0,0,9535.8573
33212,37,1,1,0,13767.9153
0,24,1,0,2790,18862.041
0,56,1,1,0,9468.2323
7809,47,1,3,14000,32643.582
23212,45,1,2,0,14946.8753
0,41,1,1,0,16988.1633
15782,48,2,0,0,12752.1894
0,31,1,1,0,13185.2593
0,37,1,2,0,14457.6128
0,36,2,3,0,9559.3773
7318,38,2,3,0,15751.0417
0,53,1,2,0,24446.578
0,52,1,1,0,22144.509
19125,78,1,1,0,19691.068
11073,34,1,1,0,13596.9135
0,58,1,2,200,7678.1411
0,36,1,2,0,19308.049
24814,35,1,2,0,31847.897
5778,42,1,1,5000,32941.469
23936,41,1,2,3000,41759.191
33813,41,1,0,0,21620.8936
37102,74,1,1,0,35175.263
48244,35,1,0,0,20266.9695
0,36,2,2,100000,31480.795
10407,57,1,2,0,15772.651
0,40,1,3,0,19361.151
0,63,2,3,0,23169.345
0,33,1,9,0,82617.963
0,55,2,3,0,92597.422
0,50,2,2,0,28510.785
9019,44,1,1,8700,24749.462
0,48,1,9,0,60531.54
0,58,2,2,98000,32440.99
0,46,1,9,0,52614.766
0,88,1,0,7000,18479.509
0,58,2,2,6000,10422.393
0,49,2,2,0,35262.51
0,61,2,1,5000,18965.1625
65079,68,1,3,130000,74768.645
59804,44,2,9,0,55149.012
7974,56,2,1,0,28252.797
0,53,1,2,0,24038.61
0,53,2,2,0,18976.482
0,62,2,2,0,27608.205
0,46,1,3,0,44789.39
47668,39,1,3,0,31868.9147
0,37,2,3,0,21122.054
3477,47,1,3,0,23004.676
0,40,1,3,0,17617.443
0,58,2,1,0,8036.8746
0,31,1,1,0,18859.1534
0,33,1,1,0,17332.731
0,45,1,2,0,15749.2766
10184,36,1,1,0,17373.0147
0,27,1,1,0,12250.8544
0,31,2,1,0,11722.5216
8536,47,1,2,0,22250.7345
56322,54,1,2,0,16541.815
0,31,1,2,0,15789.5167
4400,47,1,2,5000,17710.245
0,39,1,2,150000,47195.902
25876,36,1,3,148000,36714.98
0,39,1,1,0,19918.207
0,42,1,1,0,36304.969
9386,29,1,2,0,17254.727
0,54,1,0,0,47128.522
0,32,1,0,0,21718.783
0,25,1,0,0,11132.9567
0,29,2,1,0,30953.947
0,50,1,2,0,33819.309
12314,57,1,2,7000,43391.615
12585,40,1,2,0,25080.8056
35143,28,1,1,0,18632.2385
0,51,2,1,0,10404.5045
33449,33,1,0,0,13631.149
12943,45,1,0,1260,14653.0572
203458,61,1,0,0,38981.767
0,54,1,1,0,13370.466
24452,59,1,2,0,40846.389
0,68,1,3,0,63111.473
18848,58,1,2,0,35803.849
29954,32,1,0,0,21976.418
0,30,2,1,0,14008.229
27108,41,1,1,0,66872.727
0,47,2,2,0,5753.6332
27229,48,1,3,0,25883.983
28528,41,1,1,0,46468.644
43097,35,1,2,0,19395.4424
7858,32,1,2,0,36597.453
24096,59,1,3,0,43271.002
2758,40,1,1,1080,37239.535
0,34,1,1,0,17246.634
33878,53,1,1,0,18512.933
14905,68,1,0,0,17926.868
14672,51,2,1,1528,9032.5137
12837,63,1,1,14513,32220.248
18657,32,1,1,3686,17297.434
0,44,1,3,0,27285.578
7353,62,1,3,0,18348.5287
0,58,1,1,0,23009.631
0,42,1,1,0,16213.9654
0,67,1,2,0,24605.52
32812,27,1,2,0,19032.3156
0,63,1,1,0,25063.584
0,50,2,0,0,5630.7319
0,57,2,0,0,15737.4053
0,50,1,1,0,9573.0742
0,45,1,2,0,20477.767
13111,58,1,2,0,12673.782
3872,63,1,2,0,19242.9326
16813,54,1,2,10000,70845.441
6663,38,1,2,4000,45699.442
0,48,2,2,0,21573.6275
0,50,1,2,0,41298.812
0,36,1,0,400,26580.158
6931,61,1,3,0,33092.996
9309,53,1,1,0,11118.1811
0,70,1,0,0,17305.765
0,67,1,0,0,11996.8172
4720,38,1,2,0,24513.73
0,36,1,2,0,29292.597
0,66,1,0,0,11323.425
0,57,1,2,0,27997.045
0,39,2,2,0,8669.4043
0,45,1,2,0,25684.343
0,47,1,2,0,28761.6615
4120,49,2,2,0,22695.962
2473,32,1,2,0,21187.9345
0,34,1,2,0,26171.028
0,66,2,2,20000,52278.007
0,66,2,0,0,2063.1265
0,34,1,0,0,22108.863
16664,25,1,2,0,33408.301
31566,43,1,1,0,18961.3036
0,44,1,2,0,19884.383
12360,68,2,2,0,57751.81
0,47,1,2,0,34349.366
11570,34,1,1,0,31171.3
0,51,1,2,0,28683.037
0,51,1,2,0,31984.704
0,32,2,2,0,14667.7665
0,58,1,1,0,27542.401
31948,46,1,3,0,44617.578
0,58,1,2,0,13616.0575
0,47,1,2,0,30475.02
34953,36,1,2,0,31384.562
16536,44,2,2,0,46397.923
0,73,2,0,0,14702.0361
2758,44,2,3,140000,48184.601
58191,33,2,9,0,29560.303
11751,48,1,2,80000,28277.165
26592,32,1,9,0,40944.779
19255,59,2,1,0,76463.766
25886,66,1,2,0,43525.318
0,78,2,2,0,29154.156
5826,49,1,9,0,43753.549
10689,42,2,9,0,45365.273
0,47,2,2,0,30696.131
0,53,2,9,0,23905.576
0,48,2,3,0,18863.816
0,64,2,3,0,30966.518
0,74,2,1,0,18840.752
0,56,2,8,0,41775.231
0,61,2,2,0,27550.19
0,73,2,0,0,50387.07
0,53,1,2,0,22455.1796
0,37,2,1,0,30023.318
0,40,2,2,0,26288.004
0,39,2,3,0,43995.492
0,52,1,3,0,9870.9717
10697,37,1,2,0,35129.353
33541,31,1,3,0,34417.299
14082,35,2,2,0,41848.912
48701,82,2,0,0,28937.064
14578,46,2,9,0,15862.79
14992,37,1,2,0,32817.388
8569,35,1,2,0,15727.6225
9642,77,2,0,0,13983.6527
0,33,2,1,0,11330.839
4653,53,2,2,0,12095.279
9257,60,2,3,0,40304.874
0,52,2,2,0,23866.4265
0,66,2,2,0,38990.041
0,66,1,2,0,28220.2
0,39,2,3,0,25153.991
134997,44,1,3,0,19183.4121
0,54,1,3,0,33717.303
28468,47,1,9,0,48199.392
0,58,1,2,0,14759.4043
17719,38,1,0,0,17784.604
31025,39,1,3,0,24994.089
0,59,1,1,0,14233.422
0,58,2,3,0,15391.7646
36558,39,1,3,0,63897.004
38566,33,1,0,0,17122.388
14175,58,1,2,0,53014.667
0,60,1,1,0,14918.0813
0,40,1,0,0,32355.274
14345,29,1,1,0,15732.9236
53057,40,1,3,0,23951.128
0,30,1,1,0,12879.395
0,68,2,0,0,5390.1224
0,50,1,1,0,28075.5323
0,37,1,3,0,20300.6035
0,62,2,2,0,3470.67353
0,27,1,1,0,20546.477
24401,60,1,0,0,20376.718
60362,53,1,2,0,23457.118
7811,35,1,0,0,11668.5966
23432,55,1,0,0,23000.235
0,42,1,0,0,22815.0313
0,57,1,1,0,15017.9406
0,37,1,1,0,12783.5536
5030,43,1,0,0,20565.622
0,60,1,1,0,21233.9606
4763,41,1,2,0,33166.636
0,62,1,0,0,23744.859
0,70,1,1,0,11754.8918
26898,80,1,3,0,25138.557
0,50,1,2,0,33378.177
0,43,1,2,0,35921.97
38787,95,1,0,0,8870.2565
38102,69,2,2,0,33886.685
0,43,1,2,0,11594.7949
0,33,1,2,0,13538.8534
37901,33,1,2,0,17755.6517
4963,50,1,3,0,22901.768
0,43,1,3,0,16092.2073
6354,43,1,1,0,15987.3474
184516,44,2,2,0,25390.572
26605,61,1,2,0,42602.705
0,47,1,2,0,23037.1355
4943,54,1,2,0,18219.459
0,77,1,0,0,5304.5304
36883,62,1,2,0,11487.9573
87746,59,2,0,0,13019.7059
9192,49,1,1,0,13731.0207
0,42,1,1,0,20301.672
92696,44,1,2,0,20532.494
26394,35,1,2,0,20482.4242
0,63,2,2,0,15745.2285
22779,38,2,3,0,16118.0303
0,62,1,2,0,29944.5224
0,58,2,2,0,10304.1802
147318,45,1,3,0,22155.3074
0,61,2,0,0,22773.776
0,52,1,3,0,73907.893
14099,58,1,2,500000,93102.75
0,47,1,2,0,12041.7763
0,67,1,1,0,12381.3575
0,66,1,1,0,13811.8311
10664,49,1,2,0,12321.797
12839,68,1,3,0,8324.6662
101991,34,1,2,0,22249.256
43063,69,1,3,0,22939.9686
91792,47,2,2,0,14010.1686
57794,47,1,2,0,14336.998
237564,47,1,2,0,27004.333
0,50,1,1,0,14394.8005
31503,47,1,3,0,16098.967
65727,52,1,1,12000,38205.87
149812,51,1,2,5000,31847.87
23842,32,1,3,6500,36443.923
28758,32,1,2,0,22381.138
48474,53,1,2,2700,32816.17
21385,31,1,2,0,12097.666
0,39,1,2,10000,22137.206
16818,43,1,2,0,15558.0814
55237,52,1,2,3000,42640.678
0,57,2,2,8500,38350.247
0,44,1,2,0,9971.064
78741,37,1,2,0,14042.6366
0,50,1,3,375082,41739.33
50501,38,1,2,0,28100.758
136565,31,1,2,0,23009.459
0,50,1,1,0,15834.7077
159895,49,1,2,0,23733.878
0,41,1,2,0,17561.2804
33960,44,2,2,0,12033.4894
34426,71,1,8,0,8502.3679
12910,84,2,0,0,1688.90666
127356,56,1,2,0,16189.7923
0,38,1,3,0,25847.769
0,45,2,1,0,11831.3787
0,67,1,1,0,27841.33
0,50,1,2,0,14237.2787
61216,56,2,0,0,20973.809
0,35,1,1,0,23380.382
82166,43,1,3,0,44308.069
124419,60,1,2,0,60996.3175
0,50,1,2,0,21842.21
0,53,1,3,0,57626.911
52694,49,1,2,1400,19778.875
0,48,1,3,0,24653.1435
36975,47,1,2,0,9976.5905
36359,39,2,2,0,22321.32
37345,38,1,2,0,16947.848
80216,52,1,0,0,9461.617
79666,62,1,2,0,15186.356
0,54,1,2,0,54719.8
0,43,2,3,0,26048.97
0,51,2,2,0,17450.873
0,76,2,1,0,9924.2557
3337,49,2,2,0,4610.181
0,75,1,2,0,9728.5363
0,55,1,2,8400,33071.287
15945,52,2,3,0,20722.2599
9781,50,2,3,0,26576.9453
0,83,1,3,0,20496.1765
35150,57,1,3,0,42411.532
0,51,2,1,0,18324.4094
0,35,1,9,0,64173.915
22706,47,1,9,0,58423.972
31050,53,2,2,16000,47486.037
7690,36,2,3,0,42453.3585
52365,54,1,9,0,141921.239
0,48,2,3,0,29662.97
0,54,2,3,0,14977.546
0,51,1,3,0,27110.0907
0,50,1,3,0,25813.833
113969,58,1,1,1400,14757.3217
0,43,1,0,0,15503.4084
45697,52,1,1,0,39961.085
62587,44,1,2,0,19077.8343
4152,48,1,2,2250,10662.9105
122793,44,1,2,0,24801.005
4471,50,1,3,0,33859.138
60682,38,1,1,0,16045.084
6358,66,1,1,0,13130.428
27230,88,2,0,50000,26184.841
13459,34,1,3,0,25366.034
0,80,1,9,0,19696.763
0,58,1,2,0,8565.3833
29247,57,2,2,0,14149.663
0,89,2,1,0,11578.366
0,47,1,1,0,24192.576
7251,38,1,1,0,18193.9963
0,65,1,1,0,23898.2526
0,58,2,1,0,7106.3587
0,45,1,2,5000,19693.508
0,35,1,0,0,19206.3567
0,58,1,2,0,57568.707
33011,39,1,1,0,54668.887
0,68,1,1,0,6107.6139
0,53,1,1,50000,25026.272
38090,79,1,1,0,5328.8794
47248,41,1,3,0,15976.425
0,48,1,2,0,23263.104
0,49,2,3,0,38436.735
0,52,2,0,0,29419.675
6206,57,2,2,0,33467.626
0,38,1,2,0,14151.803
0,38,2,1,0,14828.477
0,56,1,1,0,14960.2445
0,62,1,3,0,8213.2476
0,45,1,8,0,14666.172
3579,50,1,2,0,12518.6188
0,56,1,2,0,8128.4509
0,60,1,2,0,8176.0075
0,41,1,3,0,15538.207
0,58,1,3,0,17406.121
0,57,1,3,0,10246.415
0,45,2,2,0,39643.778
0,56,1,2,0,31835.428
0,55,1,2,0,62848.295
7806,48,1,2,0,15791.979
0,42,2,2,0,16433.301
0,78,1,1,0,8901.7176
0,66,2,1,0,11199.0742
29246,47,1,2,0,20525.775
0,37,1,1,0,16316.614
13730,60,1,2,0,14355.0494
11030,47,1,3,0,16276.7248
7689,52,2,0,0,8585.5264
15241,28,1,3,0,17357.944
1741,74,1,0,0,10340.3812
9824,53,1,2,0,20600.049
0,47,1,3,0,29193.109
0,49,1,3,0,29829.2
0,40,1,2,0,26538.497
0,47,1,2,0,14786.748
0,66,1,2,0,17499.5635
0,52,1,3,0,37169.945
0,54,1,2,0,50924.959
0,67,1,2,0,23935.812
0,54,1,0,0,16854.4685
0,37,1,1,0,22006.242
0,55,1,3,0,28043.6943
0,53,1,1,0,16767.7384
0,51,1,2,0,20017.438
0,36,1,2,0,12502.1557
0,33,1,2,0,27381.301
0,35,1,1,0,16269.858
0,35,1,3,0,20917.426
0,61,2,0,0,32335.342
0,54,1,2,0,37664.253
0,42,1,2,0,19917.733
0,44,1,2,0,47185.824
0,47,2,0,0,40285.047
0,44,1,2,0,27360.299
0,41,1,2,42000,20027.591
0,40,2,1,0,21533.672
0,53,1,1,0,29028.25
0,33,1,0,0,15421.3085
0,38,2,8,0,30097.536
0,27,1,3,0,15669.878
0,41,1,2,0,20601.8125
0,48,1,2,0,23897.513
0,68,1,0,0,50291.471
0,76,1,0,0,7121.1681
0,44,1,2,0,20656.535
0,53,1,2,0,10005.8034
0,82,1,3,0,17895.029
3442,38,1,1,0,14385.9627
0,33,1,1,0,13091.731
0,34,1,1,50000,18457.336
27798,61,1,1,0,27608.332
107344,65,1,1,0,38015.907
0,32,1,1,0,23662.1884
0,36,2,1,0,9148.6295
0,37,1,1,0,8712.167
0,25,1,1,15000,12808.6152
0,44,1,2,0,25193.981
0,33,1,1,0,22466.684
0,51,1,2,0,17149.967
0,33,1,1,10000,27574.854
0,24,1,1,0,17662.26
0,54,1,2,0,13146.8396
0,51,1,3,0,56271.16
54228,33,1,2,0,13796.7913
44811,52,2,2,0,7471.9419
0,42,1,2,9000,13140.0112
0,72,1,0,0,10145.867
0,49,1,2,0,23621.094
0,54,1,1,0,13100.3818
7708,29,1,1,0,12486.1664
34214,46,1,2,0,14045.678
0,70,1,1,0,15447.5984
0,63,1,1,0,19117.1777
0,51,2,0,0,7739.8093
0,39,1,8,0,23345.205
0,39,1,2,0,12117.1637
0,46,1,1,0,11688.189
0,48,2,1,0,7161.1757
0,36,1,2,0,10789.348
0,80,1,2,0,37030.037
40968,48,1,2,0,30361.76
0,33,1,1,0,15379.113
0,61,1,0,0,11555.2366
0,50,1,0,0,28911.482
0,56,2,2,0,20740.084
0,72,2,0,0,13146.412
0,46,1,2,0,72786.234
0,44,1,2,0,43146.672
0,40,1,1,0,13491.926
0,45,1,2,0,44652.879
0,56,2,1,0,32322.427
0,72,1,1,0,20459.5233
0,51,1,1,0,32992.808
0,56,1,9,20000,35900.951
0,36,1,2,0,32138.209
0,35,2,0,0,24702.812
0,72,1,1,0,8812.5664
16446,58,1,2,0,16425.051
0,56,2,2,0,10262.791
0,33,1,2,0,13765.047
0,51,1,2,0,27998.1123
48926,43,2,9,0,30069.937
33894,79,1,0,0,35377.4053
0,45,1,9,0,149261.97
0,48,1,3,0,25999.797
0,57,1,3,40000,30875.714
9886,45,1,2,0,27553.065
0,39,1,2,0,21342.989
0,30,1,9,50000,38688.811
0,51,2,1,0,31939.295
0,37,1,3,0,38293.453
18053,36,2,3,0,55929.049
0,45,1,3,0,20319.954
12517,58,2,3,0,25162.86
0,56,2,2,0,36933.894
0,44,1,2,0,30677.305
27866,44,1,1,0,28396.831
0,43,1,1,0,33955.144
17882,56,1,3,0,25342.065
0,49,1,2,0,22269.247
0,39,1,1,0,15797.219
28553,30,1,1,0,21798.839
12529,55,1,2,0,30723.34
0,75,1,2,0,46559.587
24439,50,1,0,0,17489.9884
0,56,1,2,0,31598.712
0,51,2,2,0,9788.9135
10060,48,1,2,0,21804.317
61195,53,2,2,0,38854.988
0,82,2,0,0,4740.3398
24587,81,2,0,0,4121.7993
46464,48,1,0,0,8279.8181
0,55,1,2,0,16201.3546
16205,37,1,1,0,19048.446
55553,69,2,0,0,19056.9296
6217,26,1,0,0,18374.935
27425,38,1,1,0,22112.303
26350,56,1,3,0,22016.31
0,68,1,2,0,20552.593
0,45,1,1,0,25653.463
0,58,1,3,0,27211.326
21111,37,1,1,0,14307.3056
6193,27,1,1,0,16120.8775
5338,40,1,3,0,23423.9795
3559,53,1,3,0,16820.1435
9687,44,1,2,0,18370.997
0,31,1,0,0,14293.471
0,60,1,0,0,9875.6778
23338,36,1,0,0,18963.306
11863,44,1,1,0,12222.0493
34602,34,1,1,0,15057.5256
30298,33,1,1,0,11887.057
24913,44,1,3,0,26841.25
10570,37,1,1,0,17237.51
0,47,1,2,0,22904.549
87711,38,1,1,20000,20860.437
60853,35,1,1,0,19918.943
0,19,1,1,0,5487.3237
0,35,1,2,50000,23072.47
47983,42,1,1,0,48251.284
36993,43,1,1,0,32975.393
27682,41,1,3,30000,19246.573
0,29,1,1,0,21918.084
18290,70,1,2,0,20388.805
0,31,2,1,11000,13979.1507
0,53,1,2,0,28493.649
18388,54,1,1,0,7256.9639
0,32,1,0,0,12608.4243
0,71,2,0,0,5334.0406
0,65,1,2,0,6661.9045
56774,37,1,2,0,20119.193
0,30,1,0,3000,15945.6844
23727,42,1,2,0,20490.403
0,36,1,0,2400,13372.736
0,53,1,2,10000,15535.7344
30153,81,1,1,0,5891.7748
0,47,2,2,0,19680.3514
0,59,1,2,0,28414.7025
0,51,1,1,0,24823.321
0,36,1,2,0,17668.691
0,53,1,2,0,14887.109
0,50,1,2,0,43066.909
0,45,1,2,0,31883.7
0,38,1,1,0,14183.0573
0,42,1,0,0,19577.707
8976,36,1,2,0,20773.419
0,72,2,0,0,8400.113
42937,45,1,1,0,25617.94
0,32,1,0,0,12357.5191
0,33,1,2,0,21909.909
0,38,2,3,0,51873.745
0,48,1,1,0,18833.1204
0,50,1,2,0,22333.03
13127,66,2,1,0,19976.8027
0,35,1,3,0,17713.3993
0,45,2,3,0,27468.576
0,29,1,0,0,20153.427
0,46,1,2,0,27255.404
0,33,1,1,0,18529.9465
9269,49,1,1,0,21258.497
0,36,1,3,0,27130.28
0,56,1,3,0,54727.393
0,46,1,2,0,59333.144
0,45,2,3,0,40900.91
12358,48,1,3,0,52385.08
0,50,1,3,0,52357.961
0,51,1,2,0,26433.715
0,53,1,1,0,41382.209
0,42,1,3,0,43486.326
24283,30,1,1,0,10647.3886
0,59,1,0,0,22598.2635
0,32,1,1,0,16685.0936
0,42,1,2,0,45349.439
9430,39,2,3,0,46977.114
0,67,1,3,0,38000.602
0,35,2,3,0,31367.301
0,50,1,2,0,31366.1305
0,29,2,3,0,32882.29
5482,42,1,3,710000,82430.472
21065,43,2,3,0,68750.435
4100,51,1,3,0,84998.779
0,61,1,3,0,67830.926
0,46,1,2,0,42565.588
0,49,1,3,0,47321.724
0,69,1,9,0,37667.658
0,43,1,9,0,84951.947
0,64,2,9,0,83101.5
0,53,1,2,0,63616.174
0,48,2,3,0,60257.342
41638,68,1,3,0,33180.56
47708,63,1,1,0,30537.932
27997,56,2,2,0,14877.4443
38638,41,2,2,0,8941.4434
80424,47,1,3,50000,58066.621
0,54,1,0,0,21295.452
0,51,1,3,0,60184.505
5134,66,1,3,0,103454.428
4278,44,1,2,0,73033.323
0,60,2,2,550000,273941.54
0,40,1,2,0,21406.623
0,48,1,2,0,26997.573
0,68,1,2,0,14766.252
0,66,1,3,0,43326.325
0,49,1,2,0,95553.699
0,69,1,2,0,6185.584
0,48,1,2,0,49189.711
0,51,2,2,0,26948.736
0,53,1,3,0,28467.293
0,71,1,1,0,30663.045
0,49,2,2,0,28821.587
0,47,2,2,0,37228.612
0,33,1,2,0,19980.671
22855,55,1,2,0,39180.938
0,51,1,2,0,29347.946
0,50,1,1,0,22345.216
0,48,2,1,0,19003.0003
0,72,2,0,0,23631.488
0,49,2,2,200,18211.1933
0,81,1,0,0,5582.1419
0,46,1,1,0,36203.904
0,29,2,3,0,24023.622
4940,44,2,3,0,21953.271
0,50,1,2,10000,52400.11
35619,68,1,0,0,20514.319
0,49,1,2,15500,58298.109
39160,31,1,1,0,20192.6606
47047,45,2,2,52400,30083.805
50104,48,2,2,0,27362.8185
87653,60,2,0,0,23012.729
49190,71,1,2,0,47646.921
0,61,1,1,0,54145.316
0,52,2,1,0,40153.897
0,49,2,2,0,22892.426
0,46,2,0,0,34261.953
59384,55,1,2,20000,42220.276
0,76,2,0,0,17215.9553
0,33,1,1,0,34305.401
0,61,2,1,0,48512.732
0,80,1,2,0,21981.147
6857,39,2,9,250000,79062.57
0,54,1,2,0,52068.736
0,73,1,2,0,13092.7221
0,63,2,1,0,109577.922
0,31,1,2,0,53256.116
10948,58,1,2,0,37071.159
0,43,1,3,0,41346.682
0,42,1,2,0,41118.985
0,54,1,2,0,30998.871
15525,42,2,2,0,16609.9305
0,52,2,3,0,23889.018
0,56,2,0,0,60443.8
0,57,1,1,50000,44964.523
0,45,1,3,5000,49381.818
0,43,1,2,0,34397.851
14614,43,2,3,0,59713.817
0,79,1,3,0,77497.629
0,39,1,2,5000,24214.944
0,33,1,1,0,48900.8845
0,58,1,0,0,24536.448
42495,44,1,2,0,36291.147
10284,58,2,2,0,46592.352
0,46,2,3,1000,33485.578
0,48,1,3,0,88735.978
0,55,2,1,0,23680.756
0,51,1,2,0,15439.9485
0,80,2,0,0,5974.6867
